train,age,educ,black,hisp,married,earn96,unem96,earn98,unem98
0,47,11,1,0,1,32.10760116577148,0,20.28914070129395,0
0,53,4,1,0,1,17.90322113037109,0,4.770251274108887,0
0,54,4,1,0,0,21.93140029907227,0,0,1
0,44,7,1,0,1,29.13219833374023,0,21.70252227783203,0
0,54,3,1,0,1,19.2137393951416,0,0,1
0,34,10,1,0,1,23.27419853210449,0,13.8471736907959,0
0,48,5,1,0,1,27.21299934387207,0,18.42855834960938,0
1,25,10,1,0,1,17.90322113037109,0,3.167239189147949,0
0,53,6,1,0,1,21.48380088806152,0,8.592016220092773,0
1,31,6,1,0,0,21.48380088806152,0,19.43867683410645,0
1,50,6,1,0,1,8.185359954833984,0,0,1
0,31,11,1,0,1,29.71940040588379,0,13.41073226928711,0
0,21,9,1,0,0,32.65539932250977,0,14.59535980224609,0
0,36,11,1,0,1,25.06459999084473,0,21.33675384521484,0
0,44,9,1,0,1,29.28960037231445,0,12.10955429077148,0
0,46,8,1,0,1,14.17936038970947,0,8.830533981323242,0
0,48,6,1,0,0,23.27419853210449,0,5.804082870483398,0
0,50,7,1,0,1,25.06459999084473,0,5.960795402526855,0
0,50,7,1,0,1,25.06459999084473,0,8.509793281555176,0
0,26,11,1,0,1,26.49680137634277,0,24.79985427856445,0
0,30,10,1,0,0,28.64519882202148,0,15.56522750854492,0
0,46,10,1,0,1,32.22579956054688,0,17.35072135925293,0
0,33,10,1,0,0,27.92900085449219,0,1.821949005126953,0
0,53,5,1,0,1,5.320839881896973,0,.199007511138916,0
0,24,10,1,0,1,21.48380088806152,0,11.39818668365479,0
0,55,3,1,0,1,26.92640113830566,0,0,1
0,41,10,1,0,0,30.50699996948242,0,18.95100784301758,0
1,25,11,1,0,1,13.24837970733643,0,20.30561256408691,0
0,23,11,1,0,1,26.85480117797852,0,2.18423318862915,0
0,42,11,1,0,0,30.43540000915527,0,6.456914901733398,0
0,53,9,1,0,1,27.39559936523438,0,1.549403190612793,0
0,31,8,1,0,1,21.70219993591309,0,7.504928588867188,0
0,19,11,1,0,0,21.48380088806152,0,10.67211532592773,0
1,31,11,1,0,0,8.632940292358398,0,20.4728946685791,0
1,25,11,1,0,0,13.96451950073242,0,7.287378311157227,0
0,23,11,1,0,1,16.82903861999512,0,25.69048881530762,0
0,34,10,1,0,0,25.06459999084473,0,9.864946365356445,0
0,51,8,1,0,1,11.60130023956299,0,9.131988525390625,0
1,53,4,1,0,1,1.969354033470154,0,2.034222602844238,0
0,48,8,1,0,1,23.27419853210449,0,0,1
1,48,8,1,0,1,23.27419853210449,0,14.07903671264648,0
0,23,11,1,0,1,21.48380088806152,0,14.53297424316406,0
1,42,8,1,0,0,21.12580108642578,0,13.62802124023438,0
1,30,10,1,0,1,0,1,7.048338890075684,0
1,47,12,0,0,0,0,1,3.234657287597656,0
0,44,12,0,0,0,0,1,0,1
0,54,12,0,0,1,0,1,.0390055179595947,0
0,55,12,0,1,1,0,1,0,1
1,47,12,0,0,1,0,1,0,1
0,44,12,0,0,1,0,1,0,1
1,49,14,0,0,1,0,1,0,1
0,55,14,0,0,1,0,1,0,1
1,34,16,0,0,1,0,1,8.971944808959961,0
0,55,13,0,1,1,0,1,0,1
1,52,12,0,0,1,0,1,0,1
0,52,15,0,0,1,0,1,1.247216701507568,0
1,30,16,0,0,1,0,1,2.798937797546387,0
1,21,12,0,0,0,0,1,7.987300872802734,0
1,30,17,0,0,0,0,1,4.951213359832764,0
0,44,12,0,0,1,0,1,0,1
1,46,12,0,0,0,0,1,0,1
0,53,17,0,0,1,0,1,0,1
1,26,16,0,0,0,0,1,21.99560356140137,0
0,49,12,0,0,1,0,1,0,1
1,39,15,0,0,1,0,1,14.06680297851563,0
0,26,17,0,0,1,0,1,13.44116592407227,0
0,32,16,0,0,1,0,1,4.879766464233398,0
1,34,12,0,0,1,0,1,1.881366729736328,0
1,31,14,0,0,1,0,1,5.195102691650391,0
1,39,17,0,1,1,0,1,.8790192604064941,0
0,40,17,0,0,1,0,1,4.670965671539307,0
1,31,12,0,0,1,0,1,10.87350749969482,0
0,27,13,0,0,1,0,1,5.290531158447266,0
0,48,12,0,0,1,0,1,6.387641906738281,0
0,41,13,0,0,1,0,1,.3425147533416748,0
1,26,14,0,0,0,0,1,12.54270839691162,0
0,50,17,0,0,0,0,1,8.022418022155762,0
0,48,12,0,0,1,0,1,9.376358985900879,0
0,45,16,0,0,1,0,1,0,1
0,37,13,0,0,1,0,1,13.86405754089355,0
1,33,12,0,0,1,0,1,4.102451801300049,0
0,31,12,0,0,1,0,1,14.9545955657959,0
0,44,13,0,0,1,0,1,0,1
1,28,17,0,0,1,0,1,15.0020637512207,0
1,30,17,0,0,1,0,1,17.6030216217041,0
0,42,16,0,0,1,0,1,6.978731155395508,0
1,30,12,0,0,1,0,1,22.79485702514648,0
0,27,16,0,0,1,0,1,2.187648296356201,0
0,37,12,0,0,1,0,1,0,1
1,37,12,0,0,1,0,1,0,1
0,45,12,0,0,1,0,1,0,1
0,35,16,0,0,1,0,1,6.141729354858398,0
0,37,17,0,0,1,0,1,5.467290878295898,0
1,27,17,0,0,1,0,1,4.50299596786499,0
0,47,14,0,0,1,0,1,0,1
0,48,12,0,0,1,0,1,4.669909000396729,0
0,42,12,0,0,1,0,1,9.268625259399414,0
0,43,12,0,0,1,0,1,0,1
0,46,12,0,0,1,0,1,.791541576385498,0
1,46,12,0,0,1,0,1,0,1
0,46,12,0,0,1,0,1,2.628020763397217,0
0,29,16,0,0,1,0,1,0,1
0,39,13,0,0,1,0,1,0,1
0,32,12,0,0,1,0,1,14.00763702392578,0
0,48,16,0,0,1,0,1,0,1
0,48,16,0,0,1,0,1,5.511950492858887,0
0,41,13,0,0,1,0,1,11.36262798309326,0
0,42,13,0,0,1,0,1,10.67485332489014,0
0,42,13,0,0,1,0,1,0,1
0,42,13,0,0,1,0,1,12.13227462768555,0
1,54,13,0,0,1,0,1,2.619848251342773,0
0,29,14,0,0,1,0,1,12.46934509277344,0
0,54,12,0,0,1,0,1,0,1
0,54,12,0,0,1,0,1,0,1
0,26,14,0,0,1,0,1,0,1
0,43,17,0,0,1,0,1,10.33330154418945,0
0,54,12,0,0,1,0,1,0,1
1,37,12,0,0,1,0,1,6.411359786987305,0
1,54,16,0,0,1,0,1,0,1
0,48,17,0,0,1,0,1,0,1
0,44,12,0,0,1,0,1,10.02915668487549,0
1,54,12,0,0,1,0,1,0,1
0,38,12,0,0,1,0,1,1.157963752746582,0
0,37,13,0,0,1,0,1,16.25079345703125,0
1,27,17,0,0,1,0,1,11.08294486999512,0
0,51,12,0,0,1,0,1,0,1
1,39,12,0,0,1,0,1,18.04084777832031,0
0,55,14,0,0,1,0,1,.1599538326263428,0
0,54,13,0,0,1,0,1,0,1
1,54,13,0,0,1,0,1,0,1
1,34,12,0,0,1,0,1,0,1
0,50,14,0,0,1,0,1,3.873262405395508,0
0,50,12,0,0,1,0,1,0,1
1,21,14,0,1,0,.1432258039712906,0,10.94610691070557,0
1,26,12,0,0,1,.1432258039712906,0,15.44501113891602,0
1,21,13,0,0,0,1.385710000991821,0,2.059671401977539,0
1,23,16,0,0,1,3.043540000915527,0,8.790752410888672,0
1,21,15,0,0,0,6.445160388946533,0,10.60586071014404,0
1,23,14,0,0,0,6.803220272064209,0,6.920017242431641,0
0,27,16,0,0,1,9.667739868164063,0,16.92660331726074,0
1,25,12,0,0,1,11.45805931091309,0,18.49471855163574,0
1,27,17,0,0,0,12.1742000579834,0,14.70978164672852,0
0,55,12,0,0,1,12.53225994110107,0,0,1
0,20,12,0,0,1,14.32258033752441,0,5.664142608642578,0
0,18,12,0,0,1,16.11289978027344,0,17.71141815185547,0
0,27,12,0,0,1,16.47096061706543,0,15.98276901245117,0
0,28,16,0,0,1,17.90322113037109,0,20.57892990112305,0
0,36,12,0,0,1,21.48380088806152,0,21.66439437866211,0
0,27,13,0,0,1,32.22579956054688,0,28.51672172546387,0
0,45,17,0,0,1,32.22579956054688,0,21.40053939819336,0
0,45,17,0,0,1,32.22579956054688,0,1.899476051330566,0
0,45,17,0,0,1,32.22579956054688,0,28.78797721862793,0
0,32,16,0,0,1,13.82129955291748,0,23.04292869567871,0
0,22,13,0,0,0,0,1,2.779616355895996,0
1,35,15,0,0,1,1.074193954467773,0,2.31306266784668,0
0,26,15,0,0,0,3.759680032730103,0,13.04258728027344,0
0,29,17,0,0,1,17.90322113037109,0,17.87550163269043,0
0,19,12,0,0,1,17.18709945678711,0,17.0012264251709,0
1,48,16,0,0,1,2.932539939880371,0,3.283561706542969,0
1,48,16,0,0,1,2.932539939880371,0,10.86737442016602,0
1,24,17,0,0,1,0,1,5.443076133728027,0
1,27,16,0,0,1,2.506459951400757,0,14.6524772644043,0
1,21,14,0,0,0,5.370959758758545,0,9.387934684753418,0
0,53,13,0,0,1,7.877419948577881,0,1.31261157989502,0
0,53,13,0,0,1,7.877419948577881,0,0,1
0,53,16,0,0,1,0,1,0,1
0,22,15,0,0,1,10.74194049835205,0,12.88057613372803,0
0,21,15,0,0,0,19.33547973632813,0,9.470891952514648,0
1,30,12,0,0,1,3.580639839172363,0,2.178280830383301,0
1,22,15,0,0,0,5.729040145874023,0,9.536159515380859,0
0,23,13,0,0,1,10.74194049835205,0,15.20158386230469,0
1,33,12,0,0,1,0,1,1.156547546386719,0
0,24,13,0,0,0,6.255379676818848,0,4.707316398620605,0
0,19,12,0,0,1,21.48380088806152,0,14.3820858001709,0
0,22,15,0,0,1,34.37419891357422,0,9.384058952331543,0
0,43,14,0,0,1,0,1,9.271546363830566,0
1,39,12,0,0,1,14.32258033752441,0,6.334861755371094,0
1,19,14,0,0,0,6.445160388946533,0,10.01660442352295,0
0,26,17,0,0,1,25.06459999084473,0,18.27765846252441,0
0,18,12,0,0,1,22.20000076293945,0,10.13566017150879,0
1,23,15,0,0,1,5.012899875640869,0,18.8396053314209,0
0,27,12,0,0,1,0,1,0,1
0,29,17,0,0,1,30.43540000915527,0,11.21132946014404,0
1,27,12,0,0,1,.5084519982337952,0,6.270030975341797,0
0,27,15,0,0,1,9.309679985046387,0,13.65954208374023,0
0,22,12,0,0,1,30.79360008239746,0,18.22680282592773,0
0,26,17,0,0,0,23.27419853210449,0,23.4138298034668,0
0,20,12,0,0,1,0,1,0,1
1,30,17,0,0,1,8.593540191650391,0,27.36929130554199,0
0,21,14,0,0,1,18.61935997009277,0,12.50382900238037,0
0,25,16,0,0,1,5.908060073852539,0,34.23531341552734,0
0,27,15,0,0,1,0,1,6.982550621032715,0
0,29,16,0,0,1,34.37419891357422,0,22.37471580505371,0
1,20,12,0,0,0,1.432258009910583,0,11.00541591644287,0
0,52,12,0,0,1,0,1,0,1
0,23,17,0,0,0,4.296779632568359,0,10.23153686523438,0
0,21,14,0,0,1,14.32258033752441,0,16.75170707702637,0
1,24,16,0,0,0,17.90322113037109,0,10.65873718261719,0
0,30,17,0,0,1,24.16940116882324,0,13.4918384552002,0
0,25,17,0,0,0,34.82899856567383,0,21.11602210998535,0
0,21,12,0,0,1,13.60645961761475,0,5.611644744873047,0
0,28,12,0,0,1,21.48380088806152,0,18.60202407836914,0
0,20,12,0,0,1,12.53225994110107,0,20.483642578125,0
1,36,16,0,0,0,9.667739868164063,0,15.56924629211426,0
0,47,12,0,0,1,19.02753829956055,0,3.22783088684082,0
0,24,16,0,0,1,9.667739868164063,0,18.2869987487793,0
0,25,17,0,0,1,21.12580108642578,0,29.83004760742188,0
0,21,16,0,0,1,21.12580108642578,0,13.77947616577148,0
0,26,14,0,0,1,26.85480117797852,0,20.68115425109863,0
0,20,13,0,1,1,20.05159950256348,0,19.31354522705078,0
0,27,14,0,0,1,0,1,6.406816482543945,0
0,26,12,0,0,0,23.27419853210449,0,10.08993339538574,0
1,23,17,0,0,1,10.74194049835205,0,3.846594333648682,0
0,21,12,0,0,1,25.06459999084473,0,25.32857704162598,0
0,28,14,0,0,1,15.75483989715576,0,9.50435733795166,0
1,25,14,0,0,0,3.580639839172363,0,14.11474609375,0
1,30,12,0,0,1,6.445160388946533,0,19.58468627929688,0
0,22,13,0,0,0,12.53225994110107,0,24.34291076660156,0
0,23,16,0,0,1,28.28700065612793,0,17.14821434020996,0
0,19,13,0,0,0,30.43540000915527,0,12.72311782836914,0
0,21,14,0,0,1,22.8158016204834,0,18.15784454345703,0
1,29,17,0,0,1,14.32258033752441,0,21.88869094848633,0
0,27,16,0,0,1,23.27419853210449,0,18.26938247680664,0
0,28,15,0,0,1,30.43540000915527,0,11.44478321075439,0
0,26,12,0,0,1,0,1,10.49345970153809,0
1,54,12,0,0,1,0,1,7.283541679382324,0
0,27,15,0,0,1,21.48380088806152,0,10.87378120422363,0
0,26,13,0,0,0,11.45805931091309,0,13.57487678527832,0
0,21,12,0,0,1,15.86942005157471,0,21.28881454467773,0
0,21,13,0,0,1,25.48699951171875,0,12.7836742401123,0
1,22,13,0,0,0,7.519360065460205,0,2.790159225463867,0
1,27,16,0,0,0,0,1,4.797656059265137,0
1,37,15,0,1,1,.3580639958381653,0,20.51121139526367,0
0,33,13,0,0,0,7.161299705505371,0,0,1
0,28,12,0,0,1,8.951620101928711,0,8.743954658508301,0
0,24,12,0,0,0,10.74194049835205,0,3.589900970458984,0
1,22,12,0,0,0,14.99573993682861,0,12.14703559875488,0
0,23,12,0,0,1,17.90322113037109,0,15.75230407714844,0
0,19,12,0,1,1,25.06459999084473,0,19.95631408691406,0
0,27,14,0,0,0,28.64519882202148,0,18.49556159973145,0
0,22,16,0,0,1,32.22579956054688,0,25.28832626342773,0
0,42,12,0,0,1,32.22579956054688,0,10.05635452270508,0
0,20,13,0,0,0,34.98300170898438,0,22.92333984375,0
1,29,13,0,0,0,0,1,2.713744163513184,0
0,19,12,0,0,1,18.61935997009277,0,15.85422897338867,0
0,26,12,0,0,1,27.21299934387207,0,22.33795547485352,0
0,29,12,0,0,1,11.81612014770508,0,15.08069038391113,0
0,25,12,0,0,0,18.26130104064941,0,12.93709850311279,0
1,21,12,0,0,1,11.45805931091309,0,15.66090393066406,0
1,22,12,0,0,1,19.87973976135254,0,19.4785041809082,0
0,22,12,0,0,1,21.48380088806152,0,17.95186996459961,0
0,18,12,0,0,0,28.64519882202148,0,18.79948616027832,0
0,25,12,0,0,1,32.22579956054688,0,17.21294403076172,0
0,23,12,0,0,1,14.32258033752441,0,15.99093246459961,0
0,21,12,0,0,1,29.99139976501465,0,18.67496109008789,0
1,19,12,0,0,1,11.10000038146973,0,12.52489280700684,0
0,46,12,0,0,1,17.00806045532227,0,11.00602436065674,0
1,24,12,0,0,1,5.729040145874023,0,0,1
1,20,13,0,1,0,0,1,11.41261863708496,0
0,24,17,0,0,1,10.74194049835205,0,16.32505416870117,0
0,23,12,0,0,1,18.26130104064941,0,14.77948760986328,0
0,34,12,0,0,1,18.33290100097656,0,17.69916343688965,0
0,35,12,0,0,1,18.62652015686035,0,8.995976448059082,0
0,23,12,0,0,0,23.66799926757813,0,22.2766170501709,0
0,21,12,0,1,1,17.5451602935791,0,10.44292831420898,0
1,26,12,0,0,1,0,1,0,1
0,23,13,0,0,1,17.18709945678711,0,18.96596908569336,0
0,27,12,0,1,1,22.5580005645752,0,10.09969139099121,0
0,50,12,0,1,1,19.69353866577148,0,24.29362487792969,0
1,25,12,0,0,1,5.370959758758545,0,11.74435520172119,0
0,21,13,0,0,1,17.18709945678711,0,5.923283576965332,0
0,19,12,0,0,1,19.69353866577148,0,13.74255561828613,0
0,20,12,0,0,1,20.40959930419922,0,16.82752418518066,0
0,32,12,0,0,1,22.91619873046875,0,16.41165924072266,0
0,24,13,0,0,1,22.91619873046875,0,17.51345443725586,0
0,26,14,0,0,1,26.85480117797852,0,16.0564079284668,0
0,20,12,0,0,1,26.85480117797852,0,8.763468742370605,0
0,24,17,0,0,0,32.22579956054688,0,16.09808349609375,0
0,21,13,0,0,0,32.22579956054688,0,13.57455825805664,0
0,22,12,0,0,0,28.64519882202148,0,8.491358757019043,0
0,47,12,0,0,1,21.04700088500977,0,0,1
0,22,12,0,0,0,31.50959968566895,0,12.25771141052246,0
0,35,12,0,0,1,18.61935997009277,0,14.32078552246094,0
0,49,12,0,0,1,22.16419982910156,0,5.421056747436523,0
1,23,12,0,0,1,21.12580108642578,0,15.23317337036133,0
1,34,17,0,0,0,14.32258033752441,0,21.28726005554199,0
0,21,12,0,0,1,16.11289978027344,0,18.0988826751709,0
1,23,12,0,0,1,10.74194049835205,0,8.255614280700684,0
1,23,12,0,0,1,14.32258033752441,0,17.74814605712891,0
0,32,17,0,0,0,14.32258033752441,0,14.61803245544434,0
0,34,12,0,0,1,23.27419853210449,0,28.8072395324707,0
0,29,12,0,0,1,25.06459999084473,0,17.62703132629395,0
0,28,14,0,0,1,26.85480117797852,0,12.32912826538086,0
0,18,12,0,0,0,28.64519882202148,0,7.182512283325195,0
0,25,13,0,0,1,33.47900009155273,0,16.29865264892578,0
0,24,12,0,0,0,31.50959968566895,0,11.75631618499756,0
1,23,12,0,0,1,20.40959930419922,0,19.17499542236328,0
1,46,12,0,0,1,14.32258033752441,0,16.02184677124023,0
0,41,12,0,0,1,21.48380088806152,0,10.1970796585083,0
0,19,12,0,0,1,28.28700065612793,0,18.71432876586914,0
0,29,12,0,0,1,18.08226013183594,0,16.9824047088623,0
0,22,12,0,0,1,9.309679985046387,0,13.92013168334961,0
0,21,12,0,0,0,19.33547973632813,0,10.86805534362793,0
0,27,12,0,0,1,25.06459999084473,0,7.255406379699707,0
0,37,12,0,0,1,22.74419975280762,0,16.30406188964844,0
0,44,12,0,0,1,14.68063926696777,0,13.37364959716797,0
0,38,16,0,0,1,15.75483989715576,0,11.919020652771,0
0,34,12,0,0,1,0,1,3.667590141296387,0
0,49,12,0,0,0,0,1,5.934682846069336,0
1,23,12,0,0,1,0,1,0,1
0,43,12,0,0,1,0,1,0,1
0,28,16,0,0,0,12.89032077789307,0,.4922313690185547,0
0,53,12,0,0,1,19.78664016723633,0,0,1
0,21,12,0,0,1,20.40959930419922,0,3.99284553527832,0
0,21,12,0,0,1,21.48380088806152,0,22.36745452880859,0
0,24,12,0,0,1,22.14980125427246,0,19.7115478515625,0
0,21,12,0,0,0,23.27419853210449,0,2.086310386657715,0
0,23,14,0,0,1,23.27419853210449,0,13.54664039611816,0
0,28,12,0,0,1,25.06459999084473,0,20.71842765808105,0
0,28,12,0,0,1,25.06459999084473,0,6.927967071533203,0
0,25,17,0,0,1,25.24359893798828,0,27.46004676818848,0
0,23,13,0,0,1,26.85480117797852,0,8.244684219360352,0
0,30,12,0,0,1,27.27019882202148,0,13.77536010742188,0
0,23,12,0,0,1,27.57099914550781,0,20.30607223510742,0
0,26,12,0,0,1,28.64519882202148,0,21.68861961364746,0
0,26,12,0,0,1,28.64519882202148,0,10.29319763183594,0
0,22,12,0,0,1,28.93159866333008,0,12.90728569030762,0
0,28,16,0,0,1,30.43540000915527,0,21.01633834838867,0
0,24,16,0,0,1,32.22579956054688,0,24.1988353729248,0
0,45,12,0,0,1,22.54019927978516,0,11.68869018554688,0
0,31,16,0,0,1,19.69353866577148,0,10.60148048400879,0
0,25,14,0,0,1,28.64519882202148,0,19.11525917053223,0
0,22,12,0,0,1,32.05039978027344,0,6.191123962402344,0
0,36,12,0,0,1,27.92900085449219,0,23.36851501464844,0
0,27,12,0,0,1,28.64519882202148,0,19.10294342041016,0
0,33,12,0,0,1,32.22579956054688,0,30.52902221679688,0
0,46,12,0,0,1,23.27419853210449,0,10.93756771087646,0
0,23,14,0,0,1,25.06459999084473,0,5.347731590270996,0
0,25,16,0,0,1,27.21299934387207,0,19.20450401306152,0
0,27,14,0,0,1,33.65800094604492,0,29.32991790771484,0
0,49,16,0,0,1,24.70639991760254,0,17.63072204589844,0
0,22,12,0,0,1,25.06459999084473,0,24.12154006958008,0
0,22,13,0,0,0,25.06459999084473,0,14.36791610717773,0
0,23,17,0,0,0,28.64519882202148,0,10.72060871124268,0
0,26,12,0,0,1,28.64519882202148,0,7.624643325805664,0
0,22,12,0,0,0,32.22579956054688,0,14.89024925231934,0
1,28,12,0,0,1,14.32258033752441,0,17.84479904174805,0
1,20,12,0,0,1,4.726459980010986,0,0,1
0,26,12,0,0,1,22.20000076293945,0,7.019796371459961,0
0,24,12,0,0,1,27.92900085449219,0,23.05230903625488,0
0,22,12,0,0,1,17.90322113037109,0,13.84137344360352,0
0,27,17,0,0,1,21.48380088806152,0,15.47543716430664,0
0,26,12,0,0,1,24.3484001159668,0,15.98037338256836,0
0,19,12,0,0,1,25.06459999084473,0,17.19254493713379,0
0,20,12,0,0,1,17.5451602935791,0,5.525795936584473,0
0,25,12,0,0,1,28.40519905090332,0,14.30763244628906,0
0,29,16,0,0,1,10.74194049835205,0,9.211583137512207,0
1,23,14,0,0,0,24.3484001159668,0,23.6622200012207,0
0,28,12,0,0,1,25.06459999084473,0,18.99715232849121,0
0,30,14,0,0,1,28.64519882202148,0,23.23301315307617,0
0,24,12,0,1,1,32.94200134277344,0,16.81537628173828,0
0,27,12,0,0,1,31.66720008850098,0,16.1045093536377,0
1,42,13,0,0,1,0,1,13.62543487548828,0
0,47,12,0,0,1,0,1,0,1
0,26,12,0,0,1,1.432258009910583,0,23.3938159942627,0
1,21,12,0,0,1,6.445160388946533,0,13.96770858764648,0
0,25,16,0,0,0,12.08467960357666,0,8.39534854888916,0
0,23,12,0,0,0,21.48380088806152,0,24.36573600769043,0
0,31,12,0,0,1,25.06459999084473,0,17.48488235473633,0
0,30,12,0,0,1,25.06459999084473,0,12.00372695922852,0
0,28,17,0,0,1,26.85480117797852,0,16.51991081237793,0
0,24,12,0,0,1,26.85480117797852,0,14.73803329467773,0
0,28,12,0,0,1,27.21299934387207,0,19.76509857177734,0
0,23,12,0,0,0,28.64519882202148,0,12.74839973449707,0
0,35,12,0,0,0,30.07740020751953,0,14.14739418029785,0
0,27,14,0,0,1,30.43540000915527,0,14.140380859375,0
0,23,12,0,0,1,31.50959968566895,0,30.81348037719727,0
0,24,12,0,0,1,32.22579956054688,0,14.8851432800293,0
0,21,14,0,0,1,17.55590057373047,0,19.67669105529785,0
0,20,12,0,0,1,28.64519882202148,0,3.987216949462891,0
1,29,12,0,0,1,14.32258033752441,0,14.09345626831055,0
0,22,12,0,1,1,17.222900390625,0,20.95634460449219,0
0,24,12,0,0,0,26.85480117797852,0,16.48386192321777,0
0,27,12,0,0,1,29.71940040588379,0,23.29617881774902,0
0,23,12,0,0,1,22.20000076293945,0,25.15654563903809,0
0,23,16,0,0,0,12.53225994110107,0,15.88187789916992,0
0,33,14,0,0,1,28.64519882202148,0,15.09241676330566,0
0,34,12,0,0,1,28.64519882202148,0,19.52194213867188,0
0,44,12,0,0,1,28.84919929504395,0,15.69511032104492,0
0,37,13,0,0,1,17.90322113037109,0,5.887361526489258,0
0,26,16,0,0,1,23.27419853210449,0,16.28604316711426,0
0,23,13,0,0,1,28.64519882202148,0,15.73707580566406,0
0,27,12,0,0,1,28.64519882202148,0,15.50373840332031,0
0,21,12,0,0,1,30.43540000915527,0,5.580949783325195,0
1,24,12,0,0,1,1.439419984817505,0,6.94046688079834,0
0,26,12,0,0,1,21.48380088806152,0,19.46341705322266,0
0,24,13,0,0,1,28.64519882202148,0,20.37755393981934,0
0,50,12,0,0,1,28.64519882202148,0,7.513519287109375,0
0,50,12,0,0,1,28.64519882202148,0,9.187639236450195,0
0,28,13,0,0,1,28.64519882202148,0,14.92942810058594,0
0,22,12,0,0,1,17.90322113037109,0,16.5040283203125,0
0,29,12,0,0,0,28.74180030822754,0,15.03505516052246,0
1,27,17,0,0,0,0,1,0,1
0,46,12,0,0,1,1.468063950538635,0,0,1
0,21,13,0,0,0,9.893320083618164,0,18.96182060241699,0
0,37,12,0,0,1,17.90322113037109,0,15.73945617675781,0
1,37,12,0,0,1,17.90322113037109,0,1.967910766601563,0
0,22,12,0,0,0,21.48380088806152,0,10.90073108673096,0
0,22,12,0,0,0,23.27419853210449,0,21.27912330627441,0
0,27,12,0,0,1,25.06459999084473,0,12.87979507446289,0
0,49,16,0,0,1,25.78059959411621,0,13.3481502532959,0
0,26,12,0,0,1,26.85480117797852,0,23.93336486816406,0
0,33,14,0,0,1,26.85480117797852,0,14.03571319580078,0
0,28,15,0,0,1,27.57099914550781,0,24.30839538574219,0
0,29,17,0,0,1,28.28700065612793,0,20.05137634277344,0
0,25,14,0,1,1,28.64519882202148,0,2.889150619506836,0
0,32,12,0,0,1,28.64519882202148,0,5.877900123596191,0
0,40,12,0,0,1,28.64519882202148,0,18.50485038757324,0
0,40,12,0,0,1,28.64519882202148,0,20.06342506408691,0
0,27,16,0,0,1,28.64519882202148,0,17.18958282470703,0
0,36,12,0,0,1,25.45480155944824,0,17.72461318969727,0
0,23,12,0,0,1,9.667739868164063,0,24.7299861907959,0
0,22,12,0,0,0,19.69353866577148,0,8.524580955505371,0
0,28,12,0,0,1,26.59700012207031,0,19.04823112487793,0
1,24,12,0,1,1,17.90322113037109,0,28.6083869934082,0
1,26,13,0,0,0,7.161299705505371,0,14.01119232177734,0
0,25,12,0,0,1,24.36280059814453,0,6.345619201660156,0
0,28,14,0,0,0,24.3484001159668,0,20.46225929260254,0
0,24,12,0,0,1,18.62294006347656,0,7.054094314575195,0
0,26,14,0,0,1,14.32258033752441,0,16.33101463317871,0
0,20,15,0,0,1,16.11289978027344,0,14.46063613891602,0
0,23,12,0,0,1,25.06459999084473,0,26.42928695678711,0
0,23,12,0,0,1,0,1,2.753731727600098,0
0,34,12,0,0,1,0,1,.2166843414306641,0
0,24,12,0,1,1,9.696379661560059,0,24.9012336730957,0
1,28,12,0,0,0,10.02579975128174,0,7.955881118774414,0
0,28,12,0,0,1,22.20000076293945,0,10.28211116790771,0
0,21,13,0,0,1,17.90322113037109,0,17.59840202331543,0
0,47,17,0,0,1,20.05159950256348,0,1.994475364685059,0
0,26,12,0,1,1,0,1,12.53802967071533,0
0,28,12,0,0,1,0,1,7.867890357971191,0
1,33,17,0,0,0,0,1,5.462342262268066,0
1,50,16,0,0,0,0,1,2.802018165588379,0
0,26,13,0,0,1,0,1,5.174648284912109,0
0,25,12,0,0,1,17.47353935241699,0,6.848867416381836,0
0,24,12,0,0,1,13.24837970733643,0,15.71074104309082,0
0,24,14,0,0,1,0,1,15.24623870849609,0
1,29,12,0,0,1,0,1,4.392597675323486,0
0,42,16,0,0,1,0,1,13.79103851318359,0
0,28,12,0,0,1,16.73235893249512,0,5.663254737854004,0
1,26,13,0,1,1,11.34348011016846,0,19.5693359375,0
0,27,15,0,0,1,0,1,0,1
0,26,12,0,0,1,0,1,2.75836181640625,0
1,24,13,0,0,1,3.580639839172363,0,11.90769386291504,0
0,34,16,0,0,1,0,1,0,1
1,50,12,0,0,1,0,1,0,1
0,31,17,0,0,1,0,1,3.620028495788574,0
0,41,13,0,0,0,0,1,0,1
1,28,12,0,0,1,0,1,4.53553295135498,0
0,53,6,0,0,1,0,1,0,1
0,53,7,0,1,0,0,1,0,1
0,47,8,0,0,0,0,1,0,1
0,55,8,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,7.206775665283203,0
0,45,8,0,0,1,0,1,0,1
0,46,9,0,1,1,0,1,8.272587776184082,0
0,48,9,0,0,1,0,1,0,1
1,46,9,0,1,1,0,1,2.920421600341797,0
0,54,9,0,0,1,0,1,0,1
1,40,10,0,1,1,0,1,7.618144989013672,0
0,41,11,0,0,1,0,1,12.52212047576904,0
0,52,8,0,0,1,0,1,0,1
0,45,9,0,0,1,0,1,0,1
0,40,8,0,0,1,0,1,4.66456127166748,0
0,37,10,0,0,1,0,1,0,1
0,48,11,0,0,1,0,1,0,1
0,36,9,0,0,1,0,1,0,1
0,40,7,0,0,1,0,1,7.283169746398926,0
